ticket_id,customer_id,created_at,channel,priority,issue_category,ticket_text,sentiment,first_response_hours,resolution_hours,resolved
203934,C101841,2024-07-28T19:18,Chat,Medium,product_usability,Bulk upload flow is not intuitive.,-0.34,2.61,19.68,0
203935,C101841,2024-06-30T13:51,Email,Medium,product_performance,The reporting page keeps timing out.,0.23,1.06,21.19,1
203936,C101842,2024-07-28T16:35,In-App,Low,sales_expectation,Sales promised a custom report that doesn't exist.,-0.34,4.71,11.29,1
203937,C101843,2024-03-28T19:39,Chat,Low,product_performance,Mobile app crashes when I try to view inventory levels.,-0.19,10.07,15.52,1
203938,C101844,2024-12-17T05:18,Chat,Medium,product_usability,It's hard to find where to update product SKUs.,0.06,3.55,18.04,1
203939,C101844,2024-08-08T02:49,In-App,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,0.06,1.89,1.91,1
203940,C101844,2024-11-28T13:49,Phone,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.08,3.14,7.35,1
203941,C101846,2024-08-26T14:36,Email,Low,billing_admin,Our discount was not applied to this renewal.,-0.28,0.43,4.05,1
203942,C101846,2024-04-13T23:14,In-App,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.51,0.52,6.25,1
203943,C101846,2024-08-01T17:36,Email,Medium,product_usability,Search results are not clearly sorted.,0.19,19.79,37.4,1
203944,C101846,2024-05-24T06:33,In-App,High,billing_admin,I need to change our billing email and can't find the option.,0.31,3.16,5.04,1
203945,C101847,2024-08-21T20:00,Email,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,-0.01,9.72,12.42,1
203946,C101848,2024-05-08T20:56,Phone,Medium,product_usability,Bulk upload flow is not intuitive.,0.23,2.32,3.86,1
203947,C101848,2024-08-14T02:25,Phone,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.28,0.86,3.66,1
203948,C101848,2024-09-11T18:49,Chat,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.8,1.2,14.42,0
203949,C101848,2024-10-12T21:27,Email,Medium,product_performance,The reporting page keeps timing out.,0.73,0.25,5.92,0
203950,C101849,2024-03-28T09:14,In-App,Medium,billing_admin,We were charged for extra users we don't have.,-0.14,4.94,6.95,1
203951,C101849,2024-09-11T06:29,Email,Medium,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.05,3.93,29.33,1
203952,C101852,2024-12-18T17:48,In-App,High,billing_admin,We were charged for extra users we don't have.,0.13,3.41,6.27,1
203953,C101852,2024-12-11T08:57,In-App,High,sales_expectation,We expected multi-warehouse support out of the box.,-0.24,4.76,5.01,1
203954,C101853,2024-04-14T07:25,Email,Medium,product_usability,Search results are not clearly sorted.,-0.29,0.94,9.58,1
203955,C101853,2024-01-06T16:23,Email,High,sales_expectation,Sales promised a custom report that doesn't exist.,-0.68,8.5,21.23,1
203956,C101853,2024-05-16T15:59,Chat,Medium,product_usability,Search results are not clearly sorted.,-0.15,0.46,5.96,1
203957,C101853,2024-10-22T16:19,Phone,Low,product_performance,Dashboard loads very slowly during peak hours.,0.02,0.98,19.37,0
203958,C101853,2024-12-17T00:18,Chat,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.09,0.89,4.4,1
203959,C101854,2024-09-01T10:57,Email,Medium,billing_admin,We were charged for extra users we don't have.,-0.44,4.83,16.45,1
203960,C101855,2024-03-19T08:58,In-App,Medium,product_usability,Search results are not clearly sorted.,-0.38,1.72,1.73,1
203961,C101855,2024-06-24T00:25,In-App,Medium,product_usability,The new dashboard is confusing for my staff.,-0.34,4.59,4.64,1
203962,C101856,2024-11-21T12:30,Email,Medium,product_usability,It's hard to find where to update product SKUs.,0.26,0.2,12.14,1
203963,C101856,2024-11-24T23:11,In-App,Medium,product_usability,The new dashboard is confusing for my staff.,-0.31,2.55,9.51,0
203964,C101857,2024-08-19T02:39,Email,High,billing_admin,Our discount was not applied to this renewal.,0.22,2.86,8.8,1
203965,C101857,2024-10-21T10:13,Phone,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.67,0.71,2.99,1
203966,C101858,2024-06-18T15:48,Chat,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,0.29,1.2,7.19,1
203967,C101860,2024-05-26T21:52,Chat,Medium,product_usability,Bulk upload flow is not intuitive.,-0.24,0.59,2.96,1
203968,C101860,2024-11-24T00:47,Phone,High,billing_admin,VAT appears to be calculated incorrectly.,0.28,1.88,9.95,1
203969,C101862,2024-11-29T21:40,Phone,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,0.59,5.61,11.25,1
203970,C101863,2024-06-20T22:29,Email,Medium,product_usability,It's hard to find where to update product SKUs.,-0.24,6.05,11.4,1
203971,C101865,2024-10-11T17:55,In-App,Medium,billing_admin,We were charged for extra users we don't have.,0.31,1.94,2.29,1
203972,C101865,2024-09-16T13:25,Chat,Low,billing_admin,We were charged for extra users we don't have.,0.18,1.47,11.54,1
203973,C101866,2024-12-25T12:48,Chat,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.09,0.1,15.08,1
203974,C101866,2024-09-15T06:51,Chat,High,product_performance,Mobile app crashes when I try to view inventory levels.,0.01,3.99,13.1,1
203975,C101866,2024-08-06T15:07,Chat,Medium,product_performance,Inventory sync takes too long to complete.,0.01,0.1,17.27,1
203976,C101866,2024-11-02T07:29,Email,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.12,0.93,4.4,1
203977,C101866,2024-08-07T09:39,Phone,Low,product_performance,Mobile app crashes when I try to view inventory levels.,0.14,0.1,2.65,1
203978,C101866,2024-11-22T00:13,Chat,Urgent,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.23,0.56,3.46,0
203979,C101866,2024-04-27T10:19,Email,Low,product_performance,Inventory sync takes too long to complete.,-0.19,0.48,26.41,1
203980,C101866,2024-07-27T14:01,In-App,Medium,sales_expectation,We expected multi-warehouse support out of the box.,-0.0,3.55,5.43,1
203981,C101867,2024-06-20T17:28,Chat,Low,product_performance,The reporting page keeps timing out.,0.23,0.82,11.07,1
203982,C101867,2024-04-04T08:14,Phone,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.07,9.03,18.13,1
203983,C101868,2024-11-12T22:09,Email,Medium,product_usability,It's hard to find where to update product SKUs.,-0.24,1.16,11.61,1
203984,C101868,2024-12-25T15:32,Email,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,-0.36,2.67,8.46,1
203985,C101869,2024-08-29T21:14,Email,Medium,billing_admin,Our discount was not applied to this renewal.,0.31,0.7,6.61,1
203986,C101869,2024-10-15T12:41,Phone,High,product_performance,Dashboard loads very slowly during peak hours.,-0.92,0.22,2.24,0
203987,C101869,2024-11-25T10:00,Chat,High,product_usability,It's hard to find where to update product SKUs.,0.13,0.21,6.88,1
203988,C101869,2024-08-05T15:03,Chat,Medium,product_performance,Dashboard loads very slowly during peak hours.,0.39,0.24,10.43,1
203989,C101869,2024-06-30T14:56,Email,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,0.33,1.12,10.47,1
203990,C101869,2024-07-31T14:10,In-App,Low,product_performance,Dashboard loads very slowly during peak hours.,-0.05,4.69,16.63,1
203991,C101869,2024-12-21T17:11,Phone,High,product_usability,Search results are not clearly sorted.,0.0,1.12,3.34,1
203992,C101870,2024-08-07T21:54,Email,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,0.25,0.65,4.97,1
203993,C101870,2024-05-08T20:41,In-App,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.08,1.55,12.41,1
203994,C101871,2024-10-06T13:34,Email,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.4,3.51,24.29,1
203995,C101871,2024-08-04T03:10,In-App,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,-0.51,0.26,0.64,1
203996,C101872,2024-12-13T17:02,Chat,High,product_usability,It's hard to find where to update product SKUs.,0.24,1.39,32.02,1
203997,C101872,2024-11-05T14:03,Chat,Urgent,product_usability,It's hard to find where to update product SKUs.,-0.23,0.42,12.03,1
203998,C101872,2024-12-05T21:57,Phone,Medium,billing_admin,I need to change our billing email and can't find the option.,0.1,5.65,13.71,1
203999,C101873,2024-07-28T19:24,Chat,Medium,product_usability,Bulk upload flow is not intuitive.,0.11,1.72,15.24,1
204000,C101873,2024-07-10T00:05,Chat,Low,sales_expectation,We expected multi-warehouse support out of the box.,-0.11,3.06,8.54,1
204001,C101874,2024-08-25T09:10,Phone,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.19,1.63,4.01,1
204002,C101874,2024-11-02T04:14,In-App,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.45,17.22,44.01,1
204003,C101875,2024-05-24T17:58,Phone,Medium,product_performance,Inventory sync takes too long to complete.,0.27,4.77,11.47,1
204004,C101877,2024-07-26T07:39,In-App,Medium,billing_admin,We were charged for extra users we don't have.,0.24,2.71,7.47,1
204005,C101877,2024-12-03T04:58,Phone,Medium,billing_admin,We were charged for extra users we don't have.,-0.11,2.02,7.21,1
204006,C101877,2024-04-01T22:19,Email,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.61,5.36,29.89,1
204007,C101877,2024-08-27T08:32,Email,Medium,product_usability,Search results are not clearly sorted.,-0.54,0.31,2.74,1
204008,C101877,2024-03-23T08:43,Email,Urgent,billing_admin,Our discount was not applied to this renewal.,-0.37,1.52,2.13,1
204009,C101878,2024-12-17T16:34,Chat,Low,billing_admin,Our discount was not applied to this renewal.,-0.29,1.05,4.79,1
204010,C101879,2024-04-20T07:33,Phone,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.02,4.91,8.93,1
204011,C101880,2024-07-09T04:12,Chat,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.2,2.83,6.95,1
204012,C101881,2024-11-21T12:51,In-App,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,0.18,0.15,3.55,1
204013,C101881,2024-07-02T18:04,Chat,Medium,billing_admin,Our discount was not applied to this renewal.,-0.03,0.48,2.38,0
204014,C101881,2024-06-05T21:57,Chat,Low,sales_expectation,We expected multi-warehouse support out of the box.,-0.48,5.53,15.01,1
204015,C101881,2024-12-21T05:38,In-App,Low,product_performance,The reporting page keeps timing out.,-0.19,0.56,11.1,0
204016,C101881,2024-09-16T00:24,In-App,Medium,billing_admin,I need to change our billing email and can't find the option.,0.16,8.19,16.79,1
204017,C101881,2024-03-25T05:12,Phone,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.09,1.62,25.03,1
204018,C101881,2024-11-03T06:20,In-App,High,product_usability,The new dashboard is confusing for my staff.,0.19,1.55,10.82,1
204019,C101881,2024-05-26T22:31,In-App,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.48,0.23,5.09,0
204020,C101882,2024-12-18T00:19,Email,Medium,sales_expectation,We expected multi-warehouse support out of the box.,-0.42,1.45,10.06,1
204021,C101882,2024-08-17T16:55,Phone,High,product_usability,It's hard to find where to update product SKUs.,-0.73,0.51,15.03,0
204022,C101882,2024-12-26T10:12,Chat,Urgent,product_usability,It's hard to find where to update product SKUs.,-0.02,2.79,5.81,1
204023,C101882,2024-11-27T04:25,Email,Low,product_performance,Inventory sync takes too long to complete.,-0.21,1.72,7.9,1
204024,C101882,2024-12-27T09:03,In-App,High,product_performance,The reporting page keeps timing out.,-0.09,1.27,24.96,1
204025,C101882,2024-10-28T09:47,Chat,High,product_usability,It's hard to find where to update product SKUs.,-0.57,1.13,1.9,1
204026,C101885,2024-05-31T06:19,Email,Low,sales_expectation,Sales promised a custom report that doesn't exist.,0.12,2.88,22.63,1
204027,C101886,2024-07-24T04:57,In-App,Low,billing_admin,Our discount was not applied to this renewal.,0.2,1.33,7.53,1
204028,C101887,2024-08-17T21:24,Phone,Low,billing_admin,Our discount was not applied to this renewal.,-0.06,2.12,12.83,1
204029,C101887,2024-11-02T00:21,Chat,Low,product_usability,Bulk upload flow is not intuitive.,-0.14,4.41,21.01,1
204030,C101888,2024-10-16T10:53,Chat,Low,product_usability,The new dashboard is confusing for my staff.,0.11,3.1,7.01,1
204031,C101888,2024-11-02T13:38,Email,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.16,1.77,20.19,1
204032,C101888,2024-08-02T04:58,Email,Medium,sales_expectation,We expected multi-warehouse support out of the box.,-0.35,1.01,13.47,1
204033,C101888,2024-04-12T17:08,Email,Low,sales_expectation,We expected multi-warehouse support out of the box.,0.26,9.62,21.31,1
204034,C101888,2024-03-30T20:59,Email,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.34,1.31,9.98,1
204035,C101888,2024-11-23T03:59,In-App,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.08,1.38,4.23,1
204036,C101889,2024-07-21T20:58,Phone,High,billing_admin,I need to change our billing email and can't find the option.,-0.01,0.39,0.83,1
204037,C101889,2024-07-21T07:50,Phone,Medium,product_performance,The reporting page keeps timing out.,0.24,8.31,14.38,1
204038,C101889,2024-07-08T10:14,Email,Medium,product_performance,Inventory sync takes too long to complete.,-0.19,3.06,7.39,1
204039,C101889,2024-06-28T12:06,Email,Low,billing_admin,Our discount was not applied to this renewal.,0.01,2.46,12.2,1
204040,C101889,2024-04-10T06:41,Chat,Low,billing_admin,VAT appears to be calculated incorrectly.,-0.09,4.3,7.21,1
204041,C101890,2024-07-25T07:26,Email,High,sales_expectation,Sales promised a custom report that doesn't exist.,-0.18,0.1,1.87,1
204042,C101890,2024-10-11T04:44,Phone,High,product_usability,It's hard to find where to update product SKUs.,-0.21,4.29,9.29,0
204043,C101890,2024-09-13T16:30,Chat,Medium,product_performance,Inventory sync takes too long to complete.,-0.05,3.71,20.12,1
204044,C101890,2024-10-14T09:46,Chat,High,product_performance,Inventory sync takes too long to complete.,0.32,1.23,13.42,1
204045,C101890,2024-10-30T14:18,Email,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.17,8.89,13.71,0
204046,C101891,2024-12-06T00:28,In-App,High,billing_admin,VAT appears to be calculated incorrectly.,-0.16,5.34,13.77,1
204047,C101892,2024-09-08T02:59,Email,Medium,product_usability,Bulk upload flow is not intuitive.,-0.01,5.94,16.33,1
204048,C101892,2024-06-20T10:04,Email,High,billing_admin,VAT appears to be calculated incorrectly.,-0.05,6.69,11.76,1
204049,C101894,2024-04-27T02:30,Chat,Urgent,product_performance,The reporting page keeps timing out.,0.12,2.15,5.7,1
204050,C101895,2024-12-20T02:17,Phone,Medium,product_usability,Bulk upload flow is not intuitive.,-0.02,3.37,5.05,1
204051,C101895,2024-05-02T19:52,Email,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,0.09,1.03,6.53,1
204052,C101895,2024-02-05T11:22,Email,High,sales_expectation,Sales promised a custom report that doesn't exist.,-0.11,2.06,8.39,1
204053,C101895,2024-11-18T14:16,Phone,High,product_performance,The reporting page keeps timing out.,-0.46,5.66,44.22,1
204054,C101896,2024-09-07T07:38,Email,High,billing_admin,Our discount was not applied to this renewal.,-0.28,0.65,1.81,1
204055,C101896,2024-12-16T15:00,Email,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,-0.14,2.29,25.02,1
204056,C101897,2024-09-25T22:19,Phone,High,product_usability,It's hard to find where to update product SKUs.,0.14,4.18,9.97,1
204057,C101898,2024-11-21T00:48,Chat,Medium,product_performance,The reporting page keeps timing out.,-0.17,1.07,22.92,1
204058,C101898,2024-08-02T02:51,Email,Medium,product_usability,The new dashboard is confusing for my staff.,-0.13,2.12,12.26,1
204059,C101900,2024-11-13T05:49,Email,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.08,5.54,11.02,1
204060,C101901,2024-10-15T21:17,Email,Medium,sales_expectation,We expected multi-warehouse support out of the box.,-0.11,2.52,5.11,1
204061,C101901,2024-10-06T12:20,Chat,Medium,product_performance,Inventory sync takes too long to complete.,0.11,1.72,18.09,1
204062,C101903,2024-06-20T12:18,In-App,High,sales_expectation,Sales promised a custom report that doesn't exist.,0.5,3.42,4.16,1
204063,C101904,2024-02-11T23:15,Phone,High,product_usability,The new dashboard is confusing for my staff.,0.33,3.8,5.74,1
204064,C101905,2024-06-12T01:59,Chat,Medium,product_usability,The new dashboard is confusing for my staff.,-0.1,12.68,12.87,1
204065,C101906,2024-08-04T08:54,Email,Medium,billing_admin,Our discount was not applied to this renewal.,-0.35,13.91,25.89,1
204066,C101906,2024-07-20T15:02,In-App,Urgent,product_performance,Mobile app crashes when I try to view inventory levels.,0.09,1.13,10.12,1
204067,C101906,2024-10-15T01:43,Email,Medium,product_performance,Inventory sync takes too long to complete.,-0.59,2.58,10.55,1
204068,C101906,2024-12-18T07:05,Email,Low,product_performance,The reporting page keeps timing out.,-0.12,15.41,32.55,1
204069,C101907,2024-11-01T12:06,Email,Medium,product_usability,Search results are not clearly sorted.,0.07,1.75,3.01,1
204070,C101909,2024-06-01T17:03,Phone,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.05,4.12,10.15,1
204071,C101909,2024-07-03T05:42,Email,Low,billing_admin,I need to change our billing email and can't find the option.,0.28,0.25,1.21,1
204072,C101909,2024-10-07T09:29,Chat,Low,billing_admin,We were charged for extra users we don't have.,-0.19,2.34,3.93,1
204073,C101909,2024-09-07T19:57,In-App,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.15,6.11,16.96,1
204074,C101910,2024-05-20T08:23,Phone,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.44,3.33,8.33,1
204075,C101910,2024-10-29T20:57,Chat,Low,product_performance,Inventory sync takes too long to complete.,0.01,4.84,16.19,1
204076,C101911,2024-12-21T12:47,Email,High,product_performance,The reporting page keeps timing out.,-0.29,0.84,11.34,1
204077,C101912,2024-11-01T18:17,In-App,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.14,2.68,3.09,1
204078,C101912,2024-04-30T13:08,In-App,Low,billing_admin,VAT appears to be calculated incorrectly.,-0.33,7.29,10.15,1
204079,C101913,2024-10-22T00:23,Chat,Urgent,sales_expectation,We expected multi-warehouse support out of the box.,-0.11,0.75,2.59,1
204080,C101913,2024-12-25T02:47,Phone,Low,product_usability,Search results are not clearly sorted.,0.73,0.98,15.0,1
204081,C101913,2024-10-24T17:58,In-App,Low,sales_expectation,We expected multi-warehouse support out of the box.,0.38,1.01,7.55,1
204082,C101913,2024-06-12T01:21,Email,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.2,7.23,14.84,0
204083,C101913,2024-07-05T12:15,In-App,High,product_performance,Mobile app crashes when I try to view inventory levels.,-0.43,0.6,15.3,1
204084,C101915,2024-10-26T04:46,Email,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,-0.21,1.65,2.04,1
204085,C101915,2024-09-07T00:39,Email,Low,billing_admin,Our discount was not applied to this renewal.,-0.43,19.56,27.67,1
204086,C101915,2024-09-07T18:07,Chat,Low,product_usability,It's hard to find where to update product SKUs.,-0.06,2.28,3.7,1
204087,C101916,2024-07-18T04:23,Chat,Low,product_usability,It's hard to find where to update product SKUs.,-0.29,6.01,13.81,1
204088,C101916,2024-09-08T05:44,Chat,High,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.09,5.91,6.27,1
204089,C101919,2024-09-30T18:29,Phone,Medium,billing_admin,Our discount was not applied to this renewal.,0.23,8.34,16.31,1
204090,C101919,2024-06-13T12:02,Email,Medium,product_performance,Inventory sync takes too long to complete.,-0.16,2.2,12.59,1
204091,C101919,2024-11-22T04:55,In-App,Medium,billing_admin,We were charged for extra users we don't have.,-0.38,0.34,23.31,1
204092,C101919,2024-11-14T21:20,Phone,High,billing_admin,Our discount was not applied to this renewal.,0.07,1.46,2.88,1
204093,C101919,2024-11-11T10:18,Phone,Medium,product_usability,It's hard to find where to update product SKUs.,-0.06,5.98,29.55,1
204094,C101924,2024-09-12T16:05,Email,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.2,17.33,20.77,1
204095,C101926,2024-12-01T11:40,Phone,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,-0.63,0.85,3.9,1
204096,C101926,2024-11-24T10:25,In-App,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,-0.13,2.5,5.81,1
204097,C101926,2024-11-10T04:07,In-App,Medium,product_usability,Bulk upload flow is not intuitive.,0.1,0.47,7.51,1
204098,C101926,2024-10-14T22:26,In-App,Low,product_performance,The reporting page keeps timing out.,-0.44,1.49,5.71,1
204099,C101926,2024-10-12T13:53,Chat,Medium,billing_admin,We were charged for extra users we don't have.,-0.23,0.89,1.92,1
204100,C101926,2024-11-11T14:00,Phone,Medium,billing_admin,We were charged for extra users we don't have.,-0.34,0.78,1.43,1
204101,C101927,2024-12-20T12:01,Chat,Low,product_usability,Search results are not clearly sorted.,0.01,0.21,2.2,1
204102,C101927,2024-10-30T16:23,Email,Low,product_performance,The reporting page keeps timing out.,-0.22,0.95,4.7,1
204103,C101927,2024-05-05T02:28,Chat,Medium,product_usability,It's hard to find where to update product SKUs.,0.18,2.38,13.75,1
204104,C101928,2024-04-03T15:51,Email,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,-0.08,1.42,28.24,1
204105,C101928,2024-08-27T16:28,Email,Medium,product_performance,The reporting page keeps timing out.,-0.17,0.56,7.98,1
204106,C101928,2024-10-07T09:04,Chat,Medium,product_usability,Bulk upload flow is not intuitive.,0.15,1.72,5.04,1
204107,C101928,2024-01-28T14:36,Phone,Low,sales_expectation,Pricing discussed in the demo does not match our invoice.,0.11,1.19,1.62,1
204108,C101928,2024-12-08T23:47,Phone,Medium,billing_admin,Our discount was not applied to this renewal.,0.16,1.02,3.21,1
204109,C101928,2024-03-27T18:03,Phone,High,sales_expectation,We expected multi-warehouse support out of the box.,-0.22,0.1,10.87,1
204110,C101928,2024-08-14T20:59,In-App,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.17,0.34,7.03,1
204111,C101928,2024-06-12T18:13,In-App,Medium,sales_expectation,We expected multi-warehouse support out of the box.,-0.39,1.52,2.18,1
204112,C101928,2024-03-02T06:56,Phone,High,product_performance,Inventory sync takes too long to complete.,-0.04,0.34,35.17,0
204113,C101929,2024-05-21T20:42,In-App,Medium,billing_admin,Our discount was not applied to this renewal.,0.71,1.44,8.33,1
204114,C101929,2024-10-12T21:29,Email,High,product_performance,The reporting page keeps timing out.,0.01,10.79,17.84,1
204115,C101931,2024-07-28T15:51,Email,Medium,product_usability,Search results are not clearly sorted.,0.15,0.14,16.01,0
204116,C101931,2024-09-05T20:06,Chat,Low,product_usability,It's hard to find where to update product SKUs.,-0.44,7.05,54.57,1
204117,C101932,2024-06-25T15:15,Chat,Low,sales_expectation,We expected multi-warehouse support out of the box.,-0.1,14.79,23.37,0
204118,C101932,2024-03-16T06:50,Chat,Medium,product_usability,Search results are not clearly sorted.,0.29,9.72,18.61,1
204119,C101933,2024-11-19T08:02,Chat,High,billing_admin,Our discount was not applied to this renewal.,-0.01,1.15,3.19,0
204120,C101933,2024-09-26T07:48,Chat,High,product_usability,Bulk upload flow is not intuitive.,0.59,2.63,23.29,1
204121,C101933,2024-05-28T19:55,Chat,Medium,billing_admin,VAT appears to be calculated incorrectly.,-0.04,3.38,11.69,1
204122,C101933,2024-07-20T07:39,Chat,Medium,billing_admin,VAT appears to be calculated incorrectly.,0.06,0.1,0.16,1
204123,C101933,2024-06-11T01:08,Chat,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.19,1.96,6.27,1
204124,C101933,2024-12-20T08:44,Email,Low,product_performance,Dashboard loads very slowly during peak hours.,0.18,0.89,15.8,1
204125,C101934,2024-05-03T05:33,Phone,Medium,product_usability,The new dashboard is confusing for my staff.,-0.34,3.71,13.85,1
204126,C101936,2024-01-08T15:42,Email,Medium,product_usability,Bulk upload flow is not intuitive.,-0.17,14.95,28.87,1
204127,C101937,2024-07-03T21:30,Phone,High,product_usability,It's hard to find where to update product SKUs.,0.11,10.5,13.76,1
204128,C101937,2024-08-14T08:44,Phone,Low,product_performance,The reporting page keeps timing out.,0.01,14.35,17.26,1
204129,C101937,2024-06-19T14:20,In-App,Medium,billing_admin,We were charged for extra users we don't have.,0.13,9.69,11.54,1
204130,C101938,2024-08-07T17:14,Email,Low,product_performance,Inventory sync takes too long to complete.,0.12,0.1,8.27,1
204131,C101938,2024-11-07T07:13,Chat,Low,billing_admin,Our discount was not applied to this renewal.,-0.07,0.56,4.58,1
204132,C101938,2024-10-21T04:31,In-App,Medium,billing_admin,I need to change our billing email and can't find the option.,0.26,0.45,16.47,1
204133,C101938,2024-10-14T02:26,Email,Urgent,product_usability,The new dashboard is confusing for my staff.,0.24,2.44,8.06,1
204134,C101938,2024-06-08T23:30,Email,High,billing_admin,Our discount was not applied to this renewal.,-0.15,4.45,9.44,1
204135,C101939,2024-07-13T06:35,Phone,Low,billing_admin,We were charged for extra users we don't have.,-0.15,1.84,2.37,1
204136,C101939,2024-07-25T10:39,Phone,Low,billing_admin,We were charged for extra users we don't have.,0.13,0.21,1.74,1
204137,C101940,2024-12-06T20:18,Email,High,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.1,4.57,6.73,0
204138,C101940,2024-06-08T22:19,Email,Low,product_performance,Mobile app crashes when I try to view inventory levels.,-0.07,1.69,11.81,1
204139,C101941,2024-10-05T00:43,In-App,Medium,billing_admin,Our discount was not applied to this renewal.,-0.7,1.37,1.44,1
204140,C101942,2024-06-23T13:29,In-App,Low,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",0.21,2.79,5.92,1
204141,C101943,2024-10-07T05:00,Email,Medium,product_performance,Mobile app crashes when I try to view inventory levels.,-0.29,7.58,11.33,1
204142,C101943,2024-05-29T16:42,Phone,Medium,billing_admin,I need to change our billing email and can't find the option.,-0.28,3.26,6.12,1
204143,C101944,2024-09-27T13:46,Email,Medium,billing_admin,Our discount was not applied to this renewal.,0.04,0.79,2.82,1
204144,C101944,2024-10-02T10:38,In-App,Medium,billing_admin,Our discount was not applied to this renewal.,0.05,3.41,5.17,1
204145,C101944,2024-12-10T16:59,Chat,Urgent,product_usability,It's hard to find where to update product SKUs.,-0.54,0.14,28.14,1
204146,C101945,2024-01-24T19:50,Email,Medium,billing_admin,Our discount was not applied to this renewal.,-0.26,1.03,7.09,1
204147,C101945,2024-12-12T18:47,Phone,High,billing_admin,We were charged for extra users we don't have.,-0.2,3.86,5.03,1
204148,C101945,2024-06-08T19:44,Chat,Low,product_performance,The reporting page keeps timing out.,-0.3,2.27,16.91,1
204149,C101945,2024-07-12T09:13,Chat,Low,billing_admin,VAT appears to be calculated incorrectly.,0.38,0.45,5.36,1
204150,C101945,2024-07-22T12:06,Chat,Low,product_usability,Bulk upload flow is not intuitive.,0.32,2.84,13.79,1
204151,C101945,2024-05-16T10:39,Phone,Medium,product_performance,Dashboard loads very slowly during peak hours.,-0.32,2.82,27.29,0
204152,C101945,2024-04-09T08:01,Email,Medium,sales_expectation,"We were told onboarding would be fully managed, but it wasn't.",-0.34,1.99,19.16,1
204153,C101946,2024-11-20T13:47,Chat,Low,product_usability,Search results are not clearly sorted.,0.08,19.42,34.76,1
204154,C101946,2024-07-19T15:19,Chat,High,product_usability,Bulk upload flow is not intuitive.,0.09,7.74,17.13,1
204155,C101946,2024-07-05T12:45,In-App,High,product_usability,Bulk upload flow is not intuitive.,-0.01,2.17,34.0,1
204156,C101946,2024-09-21T16:49,Chat,High,billing_admin,We were charged for extra users we don't have.,0.27,0.1,2.63,1
204157,C101946,2024-08-06T14:33,In-App,Low,product_usability,The new dashboard is confusing for my staff.,-0.44,8.83,18.23,1
204158,C101947,2024-09-17T12:33,Email,Medium,sales_expectation,Sales promised a custom report that doesn't exist.,-0.18,0.28,0.51,1
