customer_id,company_name,country,region,is_eu,industry,company_size_bucket,annual_contract_value,product_tier,sales_segment,acquisition_channel,contract_start_date,contract_end_date,renewed_flag,discount_pct,initial_onboarding_score,is_churned
C101272,Company_1272,Spain,Europe,1,Healthcare,201-1000,67572.82,Growth,Enterprise,Outbound,4/22/2023,,1,0.13,6.5,0
C101273,Company_1273,France,Europe,1,,51-200,10561.91,Enterprise,MidMarket,Inbound,1/18/2023,,1,0.15,5.3,0
C101274,Company_1274,Germany,Europe,1,Manufacturing,Nov-50,6947.24,Starter,SMB_Inside,Partner,2/10/2024,2/10/2025,0,0.21,2,0
C101275,Company_1275,France,Europe,1,Healthcare,1000+,311652.56,Enterprise,Enterprise,Partner,11/22/2023,5/23/2024,0,0.11,3.5,1
C101276,Company_1276,France,Europe,1,,201-1000,145412.83,Growth,Enterprise,SelfServe,10/28/2023,,1,0.06,7.4,0
C101277,Company_1277,US,North America,0,,Nov-50,9352.3,Enterprise,SMB_Field,Outbound,9/23/2023,9/23/2024,0,0.05,7.3,0
C101278,Company_1278,Spain,Europe,1,,Nov-50,7986.76,Growth,SMB_Inside,Outbound,3/4/2024,9/3/2024,0,0.27,6.5,0
C101279,Company_1279,Spain,Europe,1,Retail,1000+,484209.06,Enterprise,Enterprise,SelfServe,1/2/2024,1/2/2025,0,0.1,9.6,0
C101280,Company_1280,Spain,Europe,1,,10-Jan,2906.1,Growth,SMB_Inside,Outbound,6/3/2023,,1,0.07,5.8,0
C101281,Company_1281,Germany,Europe,1,Professional Services,1000+,199183.3,Enterprise,Enterprise,Inbound,3/13/2024,3/14/2025,0,0.07,8.5,0
C101282,Company_1282,France,Europe,1,Wholesale,10-Jan,1373.39,Starter,SMB_Inside,SelfServe,8/28/2023,,1,0.2,6.1,0
C101283,Company_1283,US,North America,0,,Nov-50,7962.7,Growth,SMB_Inside,Partner,5/4/2023,,1,0.06,8.6,0
C101284,Company_1284,Netherlands,Europe,1,Retail,51-200,13798.63,Enterprise,MidMarket,Outbound,6/5/2023,12/5/2023,0,0.42,4.3,1
C101285,Company_1285,US,North America,0,,Nov-50,8890.15,Starter,SMB_Inside,Inbound,12/5/2023,12/5/2024,0,0.16,8.8,0
C101286,Company_1286,Canada,North America,0,,Nov-50,9803.34,Starter,SMB_Inside,Outbound,10/30/2023,10/30/2024,0,0.24,5.9,0
C101287,Company_1287,US,North America,0,,Nov-50,4216.61,Starter,SMB_Field,SelfServe,8/20/2023,8/20/2024,0,0.14,6.5,0
C101288,Company_1288,France,Europe,1,,51-200,19556.89,Growth,MidMarket,Inbound,6/30/2023,,1,0.05,7.7,0
C101289,Company_1289,Australia,North America,0,Manufacturing,1000+,447057.95,Growth,Enterprise,Inbound,3/1/2023,,1,0.17,7.5,0
C101290,Company_1290,Germany,Europe,1,,51-200,21285.45,Growth,MidMarket,Outbound,1/31/2024,8/1/2024,0,0.09,4.7,0
C101291,Company_1291,US,North America,0,,Nov-50,5389.89,Growth,SMB_Inside,Outbound,1/21/2024,1/21/2025,0,0.15,4.1,0
C101292,Company_1292,Australia,North America,0,Professional Services,201-1000,141510.75,Enterprise,Enterprise,Outbound,7/18/2023,7/18/2024,0,0.33,7.5,0
C101293,Company_1293,Germany,Europe,1,Manufacturing,10-Jan,2349.52,Growth,SMB_Inside,Inbound,2/4/2023,8/6/2023,0,0.29,5.5,1
C101294,Company_1294,Netherlands,Europe,1,,10-Jan,2843.08,Starter,SMB_Inside,Outbound,4/30/2023,10/30/2023,0,0.27,6,1
C101295,Company_1295,Canada,North America,0,Retail,Nov-50,5695.99,Enterprise,SMB_Inside,Outbound,6/29/2023,,1,0.08,6.4,0
C101296,Company_1296,Germany,Europe,1,Retail,Nov-50,5070.4,Growth,SMB_Inside,Inbound,3/27/2023,,1,0.39,4.7,0
C101297,Company_1297,US,North America,0,,10-Jan,2055.14,Starter,SMB_Field,SelfServe,12/28/2023,,1,0.27,5.1,0
C101298,Company_1298,Netherlands,Europe,1,Professional Services,201-1000,83366.62,Growth,Enterprise,Partner,6/15/2023,,1,0.18,7.8,0
C101299,Company_1299,UK,Europe,1,Logistics,51-200,13458.78,Enterprise,MidMarket,Partner,9/1/2023,9/1/2024,0,0.32,4.8,0
C101300,Company_1300,US,North America,0,,Nov-50,5567.02,Starter,SMB_Field,Partner,3/22/2023,,1,0.07,7.1,0
C101301,Company_1301,France,Europe,1,,51-200,10987.32,Starter,MidMarket,Inbound,4/18/2023,,1,0.07,7.3,0
C101302,Company_1302,Australia,North America,0,Professional Services,10-Jan,2752.61,Starter,SMB_Inside,Inbound,3/10/2024,9/9/2024,0,0.14,6.9,0
C101303,Company_1303,Netherlands,Europe,1,Wholesale,Nov-50,5068.97,Starter,SMB_Inside,Outbound,1/26/2024,7/27/2024,0,0.1,6.3,0
C101304,Company_1304,UK,Europe,1,Manufacturing,1000+,445065.2,Enterprise,Enterprise,Inbound,12/12/2023,12/12/2024,0,0.11,7.8,0
C101305,Company_1305,Netherlands,Europe,1,Healthcare,Nov-50,6142.49,Growth,SMB_Inside,Inbound,2/27/2023,,1,0.1,8.1,0
C101306,Company_1306,France,Europe,1,,51-200,35184.15,Enterprise,MidMarket,SelfServe,3/7/2024,3/8/2025,0,0.32,4.9,0
C101307,Company_1307,UK,Europe,1,Professional Services,1000+,377406.5,Enterprise,Enterprise,Inbound,10/31/2023,10/31/2024,0,0.2,8.5,0
C101308,Company_1308,US,North America,0,Wholesale,Nov-50,9381.25,Growth,SMB_Inside,SelfServe,12/17/2023,12/17/2024,0,0.39,5.8,0
C101309,Company_1309,France,Europe,1,Healthcare,Nov-50,3113.29,Growth,SMB_Inside,SelfServe,12/11/2023,12/11/2024,0,0.28,6.5,0
C101310,Company_1310,France,Europe,1,,51-200,10947.93,Growth,MidMarket,Partner,3/28/2023,3/28/2024,0,0.37,8.6,1
C101311,Company_1311,Canada,North America,0,Logistics,Nov-50,6465.65,Starter,SMB_Inside,Inbound,10/1/2023,10/1/2024,0,0.3,2.2,0
C101312,Company_1312,Canada,North America,0,Professional Services,10-Jan,2453.51,Starter,SMB_Inside,Outbound,6/23/2023,,1,0.15,7.7,0
C101313,Company_1313,Australia,North America,0,Wholesale,Nov-50,3362.61,Starter,SMB_Inside,SelfServe,5/25/2023,,1,0.06,9.4,0
C101314,Company_1314,Canada,North America,0,Ecommerce,51-200,27695.26,Enterprise,MidMarket,Inbound,8/25/2023,8/25/2024,0,0.46,6.4,0
C101315,Company_1315,Canada,North America,0,Hospitality,51-200,39650.66,Enterprise,MidMarket,Partner,3/6/2024,9/5/2024,0,0.35,6,0
C101316,Company_1316,France,Europe,1,Healthcare,201-1000,103218.01,Growth,Enterprise,Inbound,9/13/2023,9/13/2024,0,0.34,7.4,0
C101317,Company_1317,France,Europe,1,Hospitality,Nov-50,4360.25,Starter,SMB_Inside,Inbound,8/9/2023,8/9/2024,0,0.16,4.3,0
C101318,Company_1318,UK,Europe,1,,Nov-50,4019.85,Starter,SMB_Field,Partner,12/7/2023,12/7/2024,0,0.02,7.9,0
C101319,Company_1319,Spain,Europe,1,Healthcare,51-200,32232.57,Growth,MidMarket,SelfServe,5/30/2023,,1,0.07,5.9,0
C101320,Company_1320,Spain,Europe,1,Manufacturing,Nov-50,8709.35,Starter,SMB_Field,Outbound,1/2/2023,,1,0.07,7.7,0
C101321,Company_1321,Germany,Europe,1,Healthcare,Nov-50,5140.31,Growth,SMB_Inside,SelfServe,9/22/2023,9/22/2024,0,0.2,6.1,0
C101322,Company_1322,Netherlands,Europe,1,Professional Services,10-Jan,1828.77,Starter,SMB_Field,SelfServe,3/7/2023,6/6/2023,0,0.29,5,1
C101323,Company_1323,Canada,North America,0,,1000+,181436.77,Starter,Enterprise,Partner,3/7/2023,3/7/2024,0,0.08,8.6,1
C101324,Company_1324,Spain,Europe,1,Professional Services,Nov-50,9703.23,Growth,SMB_Inside,Outbound,1/7/2023,,1,0.28,6.4,0
C101325,Company_1325,US,North America,0,Ecommerce,Nov-50,5272.22,Growth,SMB_Field,Partner,2/19/2023,,1,0.11,6,0
C101326,Company_1326,Spain,Europe,1,Ecommerce,51-200,17171.08,Growth,MidMarket,Outbound,3/3/2024,9/2/2024,0,0.13,7.1,0
C101327,Company_1327,Spain,Europe,1,Manufacturing,Nov-50,9847.74,Growth,SMB_Inside,Partner,9/24/2023,9/24/2024,0,0.1,6,0
C101328,Company_1328,Australia,North America,0,Manufacturing,51-200,33357.46,Growth,MidMarket,Inbound,11/30/2023,,1,0.27,6.5,0
C101329,Company_1329,Canada,North America,0,,10-Jan,1645.68,Starter,SMB_Inside,SelfServe,1/17/2023,,1,0.12,6.7,0
C101330,Company_1330,Australia,North America,0,Ecommerce,Nov-50,7122.81,Enterprise,SMB_Field,Partner,12/12/2023,12/12/2024,0,0.24,6.3,0
C101331,Company_1331,Spain,Europe,1,Hospitality,10-Jan,2913.32,Starter,SMB_Inside,Partner,2/23/2023,,1,0.32,5.4,0
C101332,Company_1332,France,Europe,1,,51-200,35635.15,Enterprise,MidMarket,Partner,3/22/2023,,1,0.36,4.8,0
C101333,Company_1333,France,Europe,1,,201-1000,145906.52,Starter,Enterprise,SelfServe,8/18/2023,8/18/2024,0,0.19,5.3,0
C101334,Company_1334,Canada,North America,0,Manufacturing,201-1000,77062.15,Growth,Enterprise,SelfServe,5/25/2023,,1,0.11,6.3,0
C101335,Company_1335,US,North America,0,,Nov-50,8023.85,Growth,SMB_Field,Outbound,10/27/2023,10/27/2024,0,0.12,3.8,0
C101336,Company_1336,Spain,Europe,1,Hospitality,10-Jan,1450.72,Starter,SMB_Field,Outbound,10/4/2023,1/3/2024,0,0.07,7,1
C101337,Company_1337,Spain,Europe,1,Wholesale,10-Jan,2686.72,Starter,SMB_Inside,Inbound,5/17/2023,,1,0.27,5.5,0
C101338,Company_1338,Australia,North America,0,Logistics,Nov-50,8558.41,Starter,SMB_Inside,Partner,1/13/2024,7/14/2024,0,0.12,5.4,0
C101339,Company_1339,UK,Europe,1,Ecommerce,201-1000,114929.48,Enterprise,Enterprise,SelfServe,3/31/2024,4/1/2025,0,0.14,8.9,0
C101340,Company_1340,US,North America,0,Logistics,Nov-50,8603.57,Starter,SMB_Inside,Inbound,3/12/2024,9/11/2024,0,0.36,4.2,0
C101341,Company_1341,Spain,Europe,1,Retail,10-Jan,2315.45,Starter,SMB_Inside,Inbound,10/8/2023,10/8/2024,0,0.17,4.4,0
C101342,Company_1342,Australia,North America,0,Logistics,Nov-50,9742.1,Enterprise,SMB_Field,Outbound,1/19/2024,1/19/2025,0,0.49,1.9,0
C101343,Company_1343,Australia,North America,0,Ecommerce,10-Jan,2988.35,Growth,SMB_Inside,Outbound,5/30/2023,,1,0.03,7.7,0
C101344,Company_1344,Australia,North America,0,Logistics,51-200,20814.6,Growth,MidMarket,Partner,2/8/2023,8/10/2023,0,0.31,8,1
C101345,Company_1345,France,Europe,1,Retail,51-200,19602.79,Enterprise,MidMarket,Inbound,12/27/2023,12/27/2024,0,0.46,6.5,0
C101346,Company_1346,Germany,Europe,1,,Nov-50,8165.47,Starter,SMB_Field,SelfServe,7/18/2023,7/18/2024,0,0.13,4.5,0
C101347,Company_1347,Spain,Europe,1,,Nov-50,7692.63,Enterprise,SMB_Inside,Partner,3/16/2023,3/16/2024,0,0.34,3.5,1
C101348,Company_1348,Canada,North America,0,Professional Services,Nov-50,9716.87,Growth,SMB_Field,Partner,3/30/2024,9/29/2024,0,0.11,7.3,0
C101349,Company_1349,US,North America,0,Hospitality,10-Jan,2654.36,Starter,SMB_Inside,Partner,2/5/2023,,1,0.19,6.6,0
C101350,Company_1350,France,Europe,1,,201-1000,133056.5,Growth,Enterprise,Partner,10/14/2023,4/14/2024,0,0.33,9,1
C101351,Company_1351,Spain,Europe,1,Professional Services,Nov-50,7238.52,Growth,SMB_Inside,Outbound,1/25/2023,,1,0.11,7,0
C101352,Company_1352,US,North America,0,Logistics,1000+,488104.23,Growth,Enterprise,Partner,5/14/2023,,1,0.18,7.6,0
C101353,Company_1353,Spain,Europe,1,Wholesale,51-200,37667.49,Growth,MidMarket,Inbound,5/31/2023,5/31/2024,0,0.33,6.8,1
C101354,Company_1354,Canada,North America,0,Ecommerce,10-Jan,2539.09,Starter,SMB_Inside,SelfServe,2/14/2024,,1,0.26,6.3,0
C101355,Company_1355,France,Europe,1,Wholesale,Nov-50,9872.46,Starter,SMB_Inside,SelfServe,7/9/2023,7/9/2024,0,0.16,4.2,0
C101356,Company_1356,France,Europe,1,Ecommerce,Nov-50,7486.64,Growth,SMB_Inside,Partner,1/9/2024,1/9/2025,0,0.1,5.4,0
C101357,Company_1357,US,North America,0,Manufacturing,201-1000,45567.19,Enterprise,Enterprise,Partner,6/26/2023,,1,0.38,5.3,0
C101358,Company_1358,UK,Europe,1,Wholesale,51-200,10941.39,Enterprise,MidMarket,SelfServe,8/25/2023,8/25/2024,0,0.1,5.8,0
C101359,Company_1359,Netherlands,Europe,1,Wholesale,51-200,16203.89,Enterprise,MidMarket,Inbound,3/18/2023,,1,0.06,7.5,0
C101360,Company_1360,US,North America,0,Manufacturing,10-Jan,1866.76,Starter,SMB_Field,Inbound,11/28/2023,11/28/2024,0,0.32,5.9,0
C101361,Company_1361,US,North America,0,Wholesale,10-Jan,1844.63,Enterprise,SMB_Inside,Outbound,7/22/2023,1/21/2024,0,0.07,8,1
C101362,Company_1362,France,Europe,1,,201-1000,141822.99,Growth,Enterprise,Outbound,12/15/2023,12/15/2024,0,0,3.7,0
C101363,Company_1363,US,North America,0,Retail,201-1000,136808.44,Growth,Enterprise,Outbound,5/11/2023,,1,0.09,6.5,0
C101364,Company_1364,Australia,North America,0,Healthcare,10-Jan,2964.52,Starter,SMB_Inside,Partner,9/26/2023,,1,0.03,3.9,0
C101365,Company_1365,Australia,North America,0,Retail,1000+,158171.86,Growth,Enterprise,Partner,7/15/2023,7/15/2024,0,0.26,8,0
C101366,Company_1366,Netherlands,Europe,1,Logistics,10-Jan,1440.57,Starter,SMB_Inside,Outbound,2/6/2024,8/7/2024,0,0.27,4.8,0
C101367,Company_1367,Spain,Europe,1,,51-200,24939.7,Growth,MidMarket,Outbound,12/1/2023,12/1/2024,0,0.18,4.6,0
C101368,Company_1368,Germany,Europe,1,Hospitality,51-200,24415.94,Growth,MidMarket,Inbound,3/20/2023,,1,0.19,3.9,0
C101369,Company_1369,Netherlands,Europe,1,Manufacturing,10-Jan,1989.86,Starter,SMB_Inside,Partner,2/27/2023,2/28/2024,0,0.24,5.7,1
C101370,Company_1370,Canada,North America,0,Manufacturing,10-Jan,2843.67,Starter,SMB_Field,Inbound,6/6/2023,12/6/2023,0,0.41,6,1
C101371,Company_1371,UK,Europe,1,,201-1000,141666.83,Growth,Enterprise,SelfServe,2/7/2023,,1,0.14,8.6,0
C101372,Company_1372,Netherlands,Europe,1,Wholesale,10-Jan,1098.96,Starter,SMB_Inside,Inbound,2/3/2024,8/4/2024,0,0.11,5,0
C101373,Company_1373,Canada,North America,0,,10-Jan,1161.03,Growth,SMB_Inside,Inbound,9/16/2023,,1,0.39,4.1,0
C101374,Company_1374,France,Europe,1,,10-Jan,1818.01,Starter,SMB_Inside,Outbound,7/6/2023,10/5/2023,0,0.06,5,1
C101375,Company_1375,Spain,Europe,1,Wholesale,Nov-50,8620.06,Growth,SMB_Inside,Inbound,6/29/2023,,1,0.17,6.2,0
C101376,Company_1376,Spain,Europe,1,,10-Jan,1024.2,Growth,SMB_Inside,Outbound,1/23/2024,,1,0.21,6.1,0
C101377,Company_1377,UK,Europe,1,,1000+,476036.13,Enterprise,Enterprise,Partner,11/20/2023,11/20/2024,0,0.3,6.9,0
C101378,Company_1378,Canada,North America,0,Wholesale,10-Jan,1360.47,Growth,SMB_Field,Outbound,10/12/2023,1/11/2024,0,0.18,3.5,1
C101379,Company_1379,Canada,North America,0,Wholesale,51-200,27009.63,Enterprise,MidMarket,Outbound,9/10/2023,9/10/2024,0,0.05,5.7,0
C101380,Company_1380,Netherlands,Europe,1,Healthcare,51-200,11997.16,Starter,MidMarket,SelfServe,1/4/2023,,1,0.21,3.4,0
C101381,Company_1381,US,North America,0,Healthcare,Nov-50,4155.98,Starter,SMB_Field,Partner,2/15/2023,,1,0.25,5.1,0
C101382,Company_1382,Netherlands,Europe,1,,201-1000,55174.61,Growth,Enterprise,Partner,7/14/2023,,1,0.34,4.7,0
C101383,Company_1383,France,Europe,1,Logistics,51-200,39147.17,Growth,MidMarket,Partner,8/2/2023,8/2/2024,0,0.25,5.4,0
C101384,Company_1384,Canada,North America,0,Professional Services,Nov-50,4260.35,Growth,SMB_Inside,Outbound,9/2/2023,9/2/2024,0,0.31,6.6,0
C101385,Company_1385,US,North America,0,Healthcare,10-Jan,2252.73,Starter,SMB_Field,SelfServe,9/21/2023,,1,0.46,6.3,0
C101386,Company_1386,Netherlands,Europe,1,Retail,Nov-50,6450.89,Growth,SMB_Inside,Outbound,7/2/2023,,1,0.15,8.3,0
C101387,Company_1387,Canada,North America,0,,1000+,231640.17,Enterprise,Enterprise,Inbound,7/22/2023,,1,0.04,4.2,0
C101388,Company_1388,Germany,Europe,1,Logistics,10-Jan,1472.81,Starter,SMB_Inside,Outbound,10/19/2023,10/19/2024,0,0.06,6.4,0
C101389,Company_1389,Australia,North America,0,,Nov-50,8142.35,Enterprise,SMB_Inside,Inbound,7/19/2023,7/19/2024,0,0.19,9.3,0
C101390,Company_1390,Canada,North America,0,Ecommerce,1000+,212024.87,Enterprise,Enterprise,Inbound,2/27/2024,2/27/2025,0,0.41,7.1,0
C101391,Company_1391,Canada,North America,0,Logistics,51-200,26526.18,Enterprise,MidMarket,Partner,2/4/2023,,1,0.12,5.6,0
C101392,Company_1392,Germany,Europe,1,Retail,10-Jan,1728.65,Growth,SMB_Inside,Inbound,2/12/2023,,1,0.2,8.1,0
C101393,Company_1393,France,Europe,1,,10-Jan,2857.45,Enterprise,SMB_Inside,SelfServe,12/23/2023,12/23/2024,0,0.24,5.2,0
C101394,Company_1394,US,North America,0,Logistics,1000+,430310.37,Starter,Enterprise,Inbound,1/23/2023,7/25/2023,0,0.05,8.3,1
C101395,Company_1395,US,North America,0,Retail,Nov-50,3307.56,Enterprise,SMB_Field,SelfServe,3/12/2023,,1,0.15,6.4,0
C101396,Company_1396,US,North America,0,,1000+,472478.59,Enterprise,Enterprise,SelfServe,3/15/2024,3/16/2025,0,0.11,6.8,0
C101397,Company_1397,Australia,North America,0,Retail,Nov-50,8193.09,Growth,SMB_Field,Partner,1/22/2023,,1,0.2,7.1,0
C101398,Company_1398,Canada,North America,0,Manufacturing,Nov-50,4965.7,Growth,SMB_Inside,SelfServe,6/10/2023,,1,0.03,6.9,0
C101399,Company_1399,US,North America,0,Ecommerce,10-Jan,2700.72,Starter,SMB_Inside,Outbound,6/20/2023,,1,0.16,4.6,0
C101400,Company_1400,Spain,Europe,1,Healthcare,10-Jan,2472.53,Starter,SMB_Field,Inbound,11/25/2023,,1,0.3,5.3,0
C101401,Company_1401,Germany,Europe,1,Professional Services,Nov-50,5000.27,Enterprise,SMB_Inside,SelfServe,11/8/2023,11/8/2024,0,0.06,7.1,0
C101402,Company_1402,US,North America,0,,Nov-50,3617.08,Starter,SMB_Inside,Inbound,10/13/2023,4/13/2024,0,0.22,5.2,1
C101403,Company_1403,France,Europe,1,Retail,10-Jan,1573.27,Growth,SMB_Inside,Outbound,2/10/2023,,1,0.32,5.6,0
C101404,Company_1404,US,North America,0,Hospitality,10-Jan,2576.29,Starter,SMB_Inside,Partner,2/24/2024,2/24/2025,0,0.28,6.7,0
C101405,Company_1405,UK,Europe,1,Hospitality,Nov-50,6351.04,Growth,SMB_Inside,SelfServe,3/24/2024,9/23/2024,0,0.26,7.8,0
C101406,Company_1406,France,Europe,1,,Nov-50,4989.58,Starter,SMB_Field,SelfServe,11/18/2023,11/18/2024,0,0.23,6.3,0
C101407,Company_1407,UK,Europe,1,Retail,51-200,39858.5,Growth,MidMarket,Outbound,10/18/2023,10/18/2024,0,0.11,7.1,0
C101408,Company_1408,US,North America,0,,Nov-50,4140.56,Starter,SMB_Inside,SelfServe,11/9/2023,11/9/2024,0,0.14,4.5,0
C101409,Company_1409,Germany,Europe,1,Hospitality,Nov-50,7015.76,Growth,SMB_Inside,Inbound,1/18/2024,1/18/2025,0,0.25,8.1,0
C101410,Company_1410,Canada,North America,0,Logistics,Nov-50,7353.66,Growth,SMB_Inside,Partner,6/22/2023,,1,0.15,8.6,0
C101411,Company_1411,US,North America,0,,10-Jan,1382.65,Starter,SMB_Inside,SelfServe,8/12/2023,,1,0.27,6.1,0
C101412,Company_1412,UK,Europe,1,Professional Services,1000+,461765.29,Growth,Enterprise,Outbound,8/4/2023,,1,0.13,9.6,0
C101413,Company_1413,UK,Europe,1,Ecommerce,201-1000,100367.15,Enterprise,Enterprise,Partner,12/27/2023,12/27/2024,0,0.06,8.6,0
C101414,Company_1414,Germany,Europe,1,Logistics,10-Jan,2475.9,Growth,SMB_Inside,SelfServe,2/23/2024,5/24/2024,0,0.18,8.1,1
C101415,Company_1415,Netherlands,Europe,1,,1000+,206088.76,Growth,Enterprise,Partner,5/17/2023,5/17/2024,0,0.22,4.9,1
C101416,Company_1416,Germany,Europe,1,,1000+,414309.01,Growth,Enterprise,Outbound,11/28/2023,11/28/2024,0,0.17,6.5,0
C101417,Company_1417,Germany,Europe,1,Manufacturing,51-200,36724.45,Growth,MidMarket,Partner,6/26/2023,,1,0.43,5.5,0
C101418,Company_1418,Canada,North America,0,Professional Services,10-Jan,2331.61,Starter,SMB_Inside,Outbound,12/6/2023,,1,0.12,5.9,0
C101419,Company_1419,Netherlands,Europe,1,Professional Services,51-200,32561.33,Growth,MidMarket,Partner,3/19/2023,,1,0.16,3.5,0
C101420,Company_1420,UK,Europe,1,,10-Jan,1717.22,Starter,SMB_Inside,SelfServe,6/9/2023,,1,0.12,6.1,0
C101421,Company_1421,US,North America,0,,Nov-50,8604.74,Growth,SMB_Inside,SelfServe,1/20/2024,1/20/2025,0,0.08,7.2,0
C101422,Company_1422,Spain,Europe,1,Professional Services,51-200,37335.09,Enterprise,MidMarket,Outbound,5/17/2023,,1,0.22,4.8,0
C101423,Company_1423,Spain,Europe,1,Ecommerce,10-Jan,2168.04,Starter,SMB_Inside,SelfServe,6/29/2023,,1,0.17,6.3,0
C101424,Company_1424,Australia,North America,0,Ecommerce,10-Jan,1761.34,Starter,SMB_Inside,Outbound,6/6/2023,9/5/2023,0,0.05,9.8,1
C101425,Company_1425,Netherlands,Europe,1,Hospitality,10-Jan,2391.79,Starter,SMB_Inside,Outbound,10/23/2023,,1,0.14,7.1,0
C101426,Company_1426,Australia,North America,0,Hospitality,201-1000,147985.62,Growth,Enterprise,Partner,2/9/2023,2/10/2024,0,0.05,7.6,1
C101427,Company_1427,Australia,North America,0,,10-Jan,1785.18,Starter,SMB_Inside,Partner,12/14/2023,,1,0.32,5.9,0
C101428,Company_1428,France,Europe,1,Logistics,10-Jan,1931.92,Starter,SMB_Inside,Partner,1/23/2023,7/25/2023,0,0.57,2.2,1
C101429,Company_1429,UK,Europe,1,,10-Jan,1473.37,Starter,SMB_Inside,Partner,1/17/2023,4/18/2023,0,0.03,4.2,1
C101430,Company_1430,Spain,Europe,1,Professional Services,Nov-50,7963.96,Growth,SMB_Field,Outbound,3/28/2023,,1,0.22,6.5,0
C101431,Company_1431,Australia,North America,0,Retail,Nov-50,5983.02,Starter,SMB_Inside,Partner,7/9/2023,1/8/2024,0,0.45,3.1,1
C101432,Company_1432,Canada,North America,0,Professional Services,201-1000,97243.14,Enterprise,Enterprise,Inbound,7/3/2023,7/3/2024,0,0.33,6.3,0
C101433,Company_1433,US,North America,0,,Nov-50,7533.23,Starter,SMB_Inside,SelfServe,2/18/2024,8/19/2024,0,0.13,6.8,0
C101434,Company_1434,UK,Europe,1,Manufacturing,Nov-50,3502.24,Starter,SMB_Inside,Inbound,2/4/2024,2/4/2025,0,0.11,7.5,0
C101435,Company_1435,France,Europe,1,Healthcare,51-200,30878.75,Growth,MidMarket,Inbound,6/1/2023,,1,0.05,6.2,0
C101436,Company_1436,Spain,Europe,1,Healthcare,Nov-50,4828.64,Growth,SMB_Inside,Outbound,11/4/2023,11/4/2024,0,0.24,7,0
C101437,Company_1437,US,North America,0,Healthcare,51-200,18727.11,Growth,MidMarket,Partner,1/8/2023,,1,0.52,7.7,0
C101438,Company_1438,Canada,North America,0,Ecommerce,10-Jan,1109.15,Growth,SMB_Inside,Inbound,6/27/2023,,1,0.19,5.4,0
C101439,Company_1439,Canada,North America,0,,1000+,498097.95,Enterprise,Enterprise,SelfServe,1/7/2023,,1,0.21,8.2,0
C101440,Company_1440,Canada,North America,0,Professional Services,51-200,31320.1,Growth,MidMarket,SelfServe,11/8/2023,11/8/2024,0,0.37,6.1,0
C101441,Company_1441,UK,Europe,1,Retail,51-200,32430.15,Growth,MidMarket,Outbound,1/17/2023,,1,0.3,5.2,0
C101442,Company_1442,US,North America,0,Professional Services,10-Jan,1260.92,Growth,SMB_Inside,Outbound,11/17/2023,,1,0.22,4.6,0
C101443,Company_1443,Germany,Europe,1,Hospitality,10-Jan,2684.93,Starter,SMB_Inside,Partner,2/20/2023,,1,0.09,4.4,0
C101444,Company_1444,Canada,North America,0,Wholesale,201-1000,130272.6,Enterprise,Enterprise,Inbound,3/21/2023,,1,0.06,5.9,0
C101445,Company_1445,UK,Europe,1,Hospitality,51-200,39342.94,Growth,MidMarket,Partner,10/3/2023,10/3/2024,0,0.1,6.6,0
C101446,Company_1446,France,Europe,1,Healthcare,10-Jan,2545.69,Starter,SMB_Inside,Inbound,8/7/2023,8/7/2024,0,0.06,2.3,0
C101447,Company_1447,UK,Europe,1,Hospitality,10-Jan,2247.73,Starter,SMB_Field,Outbound,3/12/2023,,1,0.05,6.9,0
C101448,Company_1448,Australia,North America,0,,201-1000,122498.16,Growth,Enterprise,Outbound,4/15/2023,,1,0.19,8.2,0
C101449,Company_1449,Netherlands,Europe,1,Logistics,10-Jan,1012.79,Growth,SMB_Field,Partner,2/24/2023,5/26/2023,0,0.11,5.5,1
C101450,Company_1450,US,North America,0,Retail,51-200,22434.3,Enterprise,MidMarket,SelfServe,3/20/2024,9/19/2024,0,0.27,5,0
C101451,Company_1451,US,North America,0,Manufacturing,201-1000,75181.95,Growth,Enterprise,Partner,11/16/2023,,1,0.44,5.2,0
C101452,Company_1452,Australia,North America,0,Wholesale,10-Jan,2789.36,Starter,SMB_Inside,SelfServe,3/3/2023,6/2/2023,0,0.13,5,1
C101453,Company_1453,US,North America,0,Retail,51-200,11306.4,Growth,MidMarket,Inbound,3/9/2023,,1,0.15,5.5,0
C101454,Company_1454,UK,Europe,1,Logistics,10-Jan,2189.2,Starter,SMB_Field,SelfServe,8/1/2023,,1,0.43,3.4,0
C101455,Company_1455,France,Europe,1,Hospitality,10-Jan,2586.49,Growth,SMB_Inside,Outbound,12/19/2023,12/19/2024,0,0.28,4.3,0
C101456,Company_1456,Canada,North America,0,Ecommerce,51-200,27308.36,Starter,MidMarket,SelfServe,1/6/2023,,1,0.04,7.1,0
C101457,Company_1457,Germany,Europe,1,,Nov-50,7027.64,Growth,SMB_Field,Outbound,11/9/2023,11/9/2024,0,0.12,6.4,0
C101458,Company_1458,Australia,North America,0,Professional Services,Nov-50,6890.06,Growth,SMB_Inside,Outbound,6/29/2023,,1,0.07,5.4,0
C101459,Company_1459,France,Europe,1,,1000+,466911.33,Enterprise,Enterprise,Outbound,9/3/2023,,1,0.23,6.9,0
C101460,Company_1460,Netherlands,Europe,1,,Nov-50,3391.22,Starter,SMB_Inside,Inbound,6/2/2023,,1,0.42,6.9,0
